index,true_age_bin,true_gender,true_race,deepface_age,deepface_gender,gender_confidence
510,30-39,Male,Middle Eastern,36,Man,"{'Woman': np.float32(0.951053), 'Man': np.float32(99.04895)}"
2437,30-39,Male,Middle Eastern,29,Man,"{'Woman': np.float32(0.7145481), 'Man': np.float32(99.28545)}"
652,30-39,Male,Middle Eastern,29,Man,"{'Woman': np.float32(0.017323993), 'Man': np.float32(99.98268)}"
3199,30-39,Male,Middle Eastern,27,Man,"{'Woman': np.float32(0.019371696), 'Man': np.float32(99.98064)}"
4093,30-39,Male,Middle Eastern,25,Man,"{'Woman': np.float32(3.5598185), 'Man': np.float32(96.44018)}"
10834,30-39,Male,Middle Eastern,36,Man,"{'Woman': np.float32(0.14582992), 'Man': np.float32(99.85417)}"
6679,30-39,Male,Middle Eastern,31,Man,"{'Woman': np.float32(0.0641277), 'Man': np.float32(99.935875)}"
4460,30-39,Male,Middle Eastern,29,Man,"{'Woman': np.float32(28.884972), 'Man': np.float32(71.11503)}"
9009,30-39,Male,Middle Eastern,24,Man,"{'Woman': np.float32(0.0050317943), 'Man': np.float32(99.99497)}"
3175,30-39,Male,Middle Eastern,32,Man,"{'Woman': np.float32(0.051248696), 'Man': np.float32(99.94875)}"
10729,30-39,Male,Middle Eastern,29,Man,"{'Woman': np.float32(0.061923523), 'Man': np.float32(99.93807)}"
4852,30-39,Female,Middle Eastern,35,Woman,"{'Woman': np.float32(97.25739), 'Man': np.float32(2.7426026)}"
10255,30-39,Female,Middle Eastern,35,Woman,"{'Woman': np.float32(98.58812), 'Man': np.float32(1.4118756)}"
4822,30-39,Male,Middle Eastern,40,Man,"{'Woman': np.float32(0.0008271462), 'Man': np.float32(99.999176)}"
2850,30-39,Female,Middle Eastern,33,Woman,"{'Woman': np.float32(84.64662), 'Man': np.float32(15.353382)}"
9133,30-39,Male,Middle Eastern,32,Man,"{'Woman': np.float32(0.079715185), 'Man': np.float32(99.92029)}"
4999,30-39,Female,Middle Eastern,26,Man,"{'Woman': np.float32(36.916943), 'Man': np.float32(63.083057)}"
3276,30-39,Male,Middle Eastern,31,Man,"{'Woman': np.float32(39.295437), 'Man': np.float32(60.70456)}"
7096,30-39,Male,Middle Eastern,32,Man,"{'Woman': np.float32(0.0037144953), 'Man': np.float32(99.99628)}"
177,30-39,Male,Middle Eastern,25,Man,"{'Woman': np.float32(0.06537987), 'Man': np.float32(99.934616)}"
7220,30-39,Male,Middle Eastern,38,Man,"{'Woman': np.float32(0.034455974), 'Man': np.float32(99.965546)}"
5781,30-39,Male,Middle Eastern,29,Man,"{'Woman': np.float32(0.0020043836), 'Man': np.float32(99.998)}"
8983,30-39,Male,Middle Eastern,27,Man,"{'Woman': np.float32(0.12399637), 'Man': np.float32(99.87601)}"
2963,30-39,Male,Middle Eastern,28,Man,"{'Woman': np.float32(0.026393393), 'Man': np.float32(99.9736)}"
598,30-39,Male,Middle Eastern,43,Man,"{'Woman': np.float32(1.4963299), 'Man': np.float32(98.50367)}"
6297,30-39,Male,Middle Eastern,29,Man,"{'Woman': np.float32(12.927993), 'Man': np.float32(87.07201)}"
4572,30-39,Male,Middle Eastern,23,Man,"{'Woman': np.float32(0.03007075), 'Man': np.float32(99.96993)}"
1859,30-39,Male,Middle Eastern,33,Man,"{'Woman': np.float32(6.6843468e-06), 'Man': np.float32(99.999985)}"
7015,30-39,Male,Middle Eastern,25,Man,"{'Woman': np.float32(0.004068984), 'Man': np.float32(99.99593)}"
10287,40-49,Female,East Asian,30,Man,"{'Woman': np.float32(11.591272), 'Man': np.float32(88.40873)}"
4034,40-49,Male,East Asian,29,Man,"{'Woman': np.float32(16.857374), 'Man': np.float32(83.142624)}"
6562,40-49,Female,East Asian,39,Man,"{'Woman': np.float32(4.627012), 'Man': np.float32(95.37298)}"
7623,40-49,Male,East Asian,35,Man,"{'Woman': np.float32(45.57366), 'Man': np.float32(54.426342)}"
8875,40-49,Male,East Asian,34,Man,"{'Woman': np.float32(0.42710865), 'Man': np.float32(99.57289)}"
4473,40-49,Female,East Asian,42,Man,"{'Woman': np.float32(18.71011), 'Man': np.float32(81.289894)}"
10258,40-49,Female,East Asian,32,Man,"{'Woman': np.float32(30.824392), 'Man': np.float32(69.175606)}"
8765,40-49,Male,East Asian,35,Man,"{'Woman': np.float32(1.8402549), 'Man': np.float32(98.159744)}"
9919,40-49,Male,East Asian,36,Man,"{'Woman': np.float32(5.696103), 'Man': np.float32(94.3039)}"
3578,40-49,Female,East Asian,32,Man,"{'Woman': np.float32(5.0700073), 'Man': np.float32(94.929985)}"
7643,40-49,Male,East Asian,36,Man,"{'Woman': np.float32(9.756408), 'Man': np.float32(90.2436)}"
4291,40-49,Male,East Asian,34,Man,"{'Woman': np.float32(1.4290705), 'Man': np.float32(98.57093)}"
10585,40-49,Male,East Asian,48,Man,"{'Woman': np.float32(4.2622776), 'Man': np.float32(95.73772)}"
2664,40-49,Female,East Asian,37,Man,"{'Woman': np.float32(49.577488), 'Man': np.float32(50.422512)}"
3960,40-49,Male,East Asian,32,Man,"{'Woman': np.float32(10.461006), 'Man': np.float32(89.538994)}"
10180,40-49,Female,East Asian,39,Woman,"{'Woman': np.float32(68.249985), 'Man': np.float32(31.750011)}"
6630,40-49,Female,East Asian,31,Woman,"{'Woman': np.float32(98.52312), 'Man': np.float32(1.4768844)}"
9127,40-49,Male,East Asian,40,Man,"{'Woman': np.float32(0.00784905), 'Man': np.float32(99.99216)}"
10547,40-49,Male,East Asian,51,Man,"{'Woman': np.float32(0.0453222), 'Man': np.float32(99.95467)}"
162,40-49,Male,East Asian,24,Man,"{'Woman': np.float32(6.1630845), 'Man': np.float32(93.83691)}"
4696,40-49,Male,East Asian,41,Man,"{'Woman': np.float32(3.7424433), 'Man': np.float32(96.25755)}"
9761,40-49,Male,East Asian,40,Man,"{'Woman': np.float32(4.7436175), 'Man': np.float32(95.256386)}"
9549,40-49,Male,East Asian,34,Man,"{'Woman': np.float32(20.996622), 'Man': np.float32(79.00338)}"
4199,40-49,Female,East Asian,35,Woman,"{'Woman': np.float32(68.36125), 'Man': np.float32(31.63875)}"
2553,40-49,Male,East Asian,32,Man,"{'Woman': np.float32(18.34394), 'Man': np.float32(81.65606)}"
8162,40-49,Male,East Asian,29,Man,"{'Woman': np.float32(2.9079769), 'Man': np.float32(97.09202)}"
5964,40-49,Male,East Asian,31,Man,"{'Woman': np.float32(0.2031218), 'Man': np.float32(99.796875)}"
7035,40-49,Male,East Asian,39,Man,"{'Woman': np.float32(0.119932435), 'Man': np.float32(99.880066)}"
1568,40-49,Male,East Asian,38,Man,"{'Woman': np.float32(0.25445384), 'Man': np.float32(99.745544)}"
8378,40-49,Male,East Asian,34,Man,"{'Woman': np.float32(2.3254952), 'Man': np.float32(97.67451)}"
2383,40-49,Female,East Asian,35,Woman,"{'Woman': np.float32(99.832634), 'Man': np.float32(0.1673647)}"
4018,40-49,Male,East Asian,38,Man,"{'Woman': np.float32(10.238975), 'Man': np.float32(89.76103)}"
9845,40-49,Male,East Asian,31,Man,"{'Woman': np.float32(0.7464663), 'Man': np.float32(99.25353)}"
6032,40-49,Male,East Asian,23,Man,"{'Woman': np.float32(15.717194), 'Man': np.float32(84.28281)}"
5798,40-49,Female,East Asian,32,Woman,"{'Woman': np.float32(99.84994), 'Man': np.float32(0.1500582)}"
9039,40-49,Male,East Asian,39,Man,"{'Woman': np.float32(1.0812898), 'Man': np.float32(98.91871)}"
5447,40-49,Male,East Asian,26,Man,"{'Woman': np.float32(0.10238455), 'Man': np.float32(99.89762)}"
4851,40-49,Male,East Asian,33,Man,"{'Woman': np.float32(0.18039572), 'Man': np.float32(99.8196)}"
4774,40-49,Male,East Asian,34,Woman,"{'Woman': np.float32(84.90268), 'Man': np.float32(15.097324)}"
5755,40-49,Male,East Asian,43,Man,"{'Woman': np.float32(6.13173), 'Man': np.float32(93.86827)}"
9155,40-49,Female,East Asian,30,Woman,"{'Woman': np.float32(68.05833), 'Man': np.float32(31.941677)}"
1168,40-49,Male,East Asian,34,Man,"{'Woman': np.float32(0.09591412), 'Man': np.float32(99.904076)}"
7279,40-49,Female,East Asian,39,Woman,"{'Woman': np.float32(99.02816), 'Man': np.float32(0.9718365)}"
2482,40-49,Male,East Asian,25,Man,"{'Woman': np.float32(0.60870177), 'Man': np.float32(99.3913)}"
7222,40-49,Male,East Asian,44,Man,"{'Woman': np.float32(5.9796224), 'Man': np.float32(94.02038)}"
3129,40-49,Male,East Asian,38,Man,"{'Woman': np.float32(0.301276), 'Man': np.float32(99.69873)}"
1602,40-49,Male,East Asian,28,Man,"{'Woman': np.float32(22.790741), 'Man': np.float32(77.20926)}"
10756,40-49,Male,East Asian,37,Man,"{'Woman': np.float32(16.295103), 'Man': np.float32(83.7049)}"
2272,40-49,Female,East Asian,26,Man,"{'Woman': np.float32(35.211887), 'Man': np.float32(64.78812)}"
2976,40-49,Female,East Asian,32,Woman,"{'Woman': np.float32(99.99051), 'Man': np.float32(0.009490973)}"
7841,40-49,Male,White,42,Man,"{'Woman': np.float32(5.0897913), 'Man': np.float32(94.9102)}"
1625,40-49,Male,White,29,Man,"{'Woman': np.float32(45.379772), 'Man': np.float32(54.620224)}"
4931,40-49,Male,White,44,Man,"{'Woman': np.float32(6.6064653), 'Man': np.float32(93.39353)}"
4992,40-49,Male,White,30,Man,"{'Woman': np.float32(0.016642889), 'Man': np.float32(99.98336)}"
9446,40-49,Male,White,29,Man,"{'Woman': np.float32(0.0010298055), 'Man': np.float32(99.99898)}"
4755,40-49,Male,White,30,Man,"{'Woman': np.float32(6.3334293), 'Man': np.float32(93.66658)}"
7039,40-49,Female,White,26,Man,"{'Woman': np.float32(0.6009227), 'Man': np.float32(99.39908)}"
1235,40-49,Female,White,37,Man,"{'Woman': np.float32(3.5350983), 'Man': np.float32(96.464905)}"
10626,40-49,Male,White,32,Man,"{'Woman': np.float32(0.11722853), 'Man': np.float32(99.882774)}"
7939,40-49,Female,White,36,Man,"{'Woman': np.float32(32.91465), 'Man': np.float32(67.08534)}"
10931,40-49,Female,White,40,Man,"{'Woman': np.float32(0.61556023), 'Man': np.float32(99.38444)}"
3019,40-49,Male,White,33,Man,"{'Woman': np.float32(0.001033682), 'Man': np.float32(99.99896)}"
55,40-49,Male,White,33,Man,"{'Woman': np.float32(1.2207432), 'Man': np.float32(98.77926)}"
9497,40-49,Male,White,48,Man,"{'Woman': np.float32(0.05545782), 'Man': np.float32(99.944534)}"
2226,40-49,Female,White,39,Man,"{'Woman': np.float32(2.2222266), 'Man': np.float32(97.77776)}"
7431,40-49,Male,White,29,Man,"{'Woman': np.float32(7.58412), 'Man': np.float32(92.41588)}"
6058,40-49,Male,White,35,Man,"{'Woman': np.float32(18.766489), 'Man': np.float32(81.23351)}"
2661,40-49,Male,White,37,Man,"{'Woman': np.float32(1.7319856), 'Man': np.float32(98.26801)}"
5770,40-49,Male,White,33,Man,"{'Woman': np.float32(1.026224), 'Man': np.float32(98.97377)}"
6193,40-49,Male,White,36,Man,"{'Woman': np.float32(6.7781167), 'Man': np.float32(93.22189)}"
3434,40-49,Male,White,32,Man,"{'Woman': np.float32(0.008388061), 'Man': np.float32(99.99161)}"
5196,40-49,Male,White,33,Man,"{'Woman': np.float32(0.58427995), 'Man': np.float32(99.41572)}"
8038,40-49,Male,White,39,Man,"{'Woman': np.float32(2.9086013), 'Man': np.float32(97.09141)}"
7395,40-49,Female,White,33,Man,"{'Woman': np.float32(22.588675), 'Man': np.float32(77.41133)}"
9503,40-49,Male,White,35,Man,"{'Woman': np.float32(17.453262), 'Man': np.float32(82.54674)}"
3918,40-49,Female,White,35,Woman,"{'Woman': np.float32(99.11138), 'Man': np.float32(0.88861287)}"
1817,40-49,Male,White,37,Man,"{'Woman': np.float32(1.0187572), 'Man': np.float32(98.98125)}"
6497,40-49,Female,White,29,Woman,"{'Woman': np.float32(87.46753), 'Man': np.float32(12.53247)}"
4703,40-49,Male,White,25,Man,"{'Woman': np.float32(1.003542), 'Man': np.float32(98.99645)}"
5976,40-49,Male,White,47,Man,"{'Woman': np.float32(1.6567264), 'Man': np.float32(98.34327)}"
3197,40-49,Male,White,49,Man,"{'Woman': np.float32(0.0012955356), 'Man': np.float32(99.9987)}"
511,40-49,Male,White,36,Man,"{'Woman': np.float32(1.5330824), 'Man': np.float32(98.46691)}"
4325,40-49,Male,White,33,Man,"{'Woman': np.float32(23.182892), 'Man': np.float32(76.81711)}"
3783,40-49,Male,White,28,Man,"{'Woman': np.float32(0.044397663), 'Man': np.float32(99.9556)}"
3839,40-49,Female,White,33,Woman,"{'Woman': np.float32(71.43135), 'Man': np.float32(28.56865)}"
4606,40-49,Female,White,34,Man,"{'Woman': np.float32(24.529938), 'Man': np.float32(75.47006)}"
1825,40-49,Male,White,41,Man,"{'Woman': np.float32(0.090315245), 'Man': np.float32(99.90968)}"
8166,40-49,Male,White,25,Man,"{'Woman': np.float32(6.006646), 'Man': np.float32(93.993355)}"
10685,40-49,Male,White,40,Man,"{'Woman': np.float32(9.845589), 'Man': np.float32(90.15441)}"
8877,40-49,Male,White,35,Man,"{'Woman': np.float32(0.039447524), 'Man': np.float32(99.960556)}"
6825,40-49,Male,White,35,Man,"{'Woman': np.float32(0.10892069), 'Man': np.float32(99.891075)}"
8869,40-49,Female,White,45,Man,"{'Woman': np.float32(27.554209), 'Man': np.float32(72.4458)}"
5323,40-49,Male,White,36,Man,"{'Woman': np.float32(0.21866739), 'Man': np.float32(99.781334)}"
1353,40-49,Female,White,39,Woman,"{'Woman': np.float32(89.83176), 'Man': np.float32(10.16824)}"
927,40-49,Female,White,34,Man,"{'Woman': np.float32(15.92599), 'Man': np.float32(84.074005)}"
9251,40-49,Male,White,27,Man,"{'Woman': np.float32(43.343483), 'Man': np.float32(56.656517)}"
7325,40-49,Female,White,48,Man,"{'Woman': np.float32(9.875425), 'Man': np.float32(90.12458)}"
965,40-49,Male,White,30,Man,"{'Woman': np.float32(0.16725224), 'Man': np.float32(99.83274)}"
7548,40-49,Male,White,27,Man,"{'Woman': np.float32(0.08313135), 'Man': np.float32(99.91688)}"
2785,40-49,Male,White,38,Man,"{'Woman': np.float32(1.3188795), 'Man': np.float32(98.68112)}"
5171,40-49,Male,Latino_Hispanic,32,Man,"{'Woman': np.float32(7.185451), 'Man': np.float32(92.81455)}"
8521,40-49,Female,Latino_Hispanic,39,Woman,"{'Woman': np.float32(99.948265), 'Man': np.float32(0.051728867)}"
5114,40-49,Female,Latino_Hispanic,35,Woman,"{'Woman': np.float32(84.25093), 'Man': np.float32(15.749073)}"
4973,40-49,Female,Latino_Hispanic,34,Woman,"{'Woman': np.float32(53.870136), 'Man': np.float32(46.12986)}"
8543,40-49,Male,Latino_Hispanic,39,Man,"{'Woman': np.float32(0.0014724398), 'Man': np.float32(99.99852)}"
9690,40-49,Male,Latino_Hispanic,39,Man,"{'Woman': np.float32(1.9211316), 'Man': np.float32(98.078865)}"
3455,40-49,Female,Latino_Hispanic,35,Man,"{'Woman': np.float32(7.963437), 'Man': np.float32(92.03656)}"
10878,40-49,Male,Latino_Hispanic,52,Man,"{'Woman': np.float32(0.07348977), 'Man': np.float32(99.92651)}"
5229,40-49,Male,Latino_Hispanic,43,Man,"{'Woman': np.float32(0.003038917), 'Man': np.float32(99.99696)}"
8403,40-49,Male,Latino_Hispanic,35,Man,"{'Woman': np.float32(4.3087654), 'Man': np.float32(95.69123)}"
1162,40-49,Male,Latino_Hispanic,24,Man,"{'Woman': np.float32(0.19967261), 'Man': np.float32(99.80033)}"
10953,40-49,Male,Latino_Hispanic,49,Man,"{'Woman': np.float32(0.7134894), 'Man': np.float32(99.28651)}"
1658,40-49,Male,Latino_Hispanic,47,Man,"{'Woman': np.float32(0.049339846), 'Man': np.float32(99.95066)}"
3767,40-49,Female,Latino_Hispanic,44,Woman,"{'Woman': np.float32(78.09866), 'Man': np.float32(21.901339)}"
2646,40-49,Male,Latino_Hispanic,45,Man,"{'Woman': np.float32(0.47681844), 'Man': np.float32(99.52318)}"
4049,40-49,Female,Latino_Hispanic,35,Man,"{'Woman': np.float32(2.1121917), 'Man': np.float32(97.8878)}"
190,40-49,Male,Latino_Hispanic,39,Man,"{'Woman': np.float32(0.20659648), 'Man': np.float32(99.79341)}"
1930,40-49,Male,Latino_Hispanic,26,Man,"{'Woman': np.float32(0.0066949464), 'Man': np.float32(99.9933)}"
10398,40-49,Male,Latino_Hispanic,43,Man,"{'Woman': np.float32(2.5073314), 'Man': np.float32(97.49267)}"
8510,40-49,Female,Latino_Hispanic,36,Man,"{'Woman': np.float32(46.345287), 'Man': np.float32(53.654713)}"
9793,40-49,Female,Latino_Hispanic,38,Man,"{'Woman': np.float32(6.033275), 'Man': np.float32(93.96673)}"
9966,40-49,Female,Latino_Hispanic,45,Man,"{'Woman': np.float32(0.95599496), 'Man': np.float32(99.044)}"
5259,40-49,Male,Latino_Hispanic,30,Man,"{'Woman': np.float32(0.052626453), 'Man': np.float32(99.94737)}"
1771,40-49,Male,Latino_Hispanic,28,Man,"{'Woman': np.float32(0.0063844104), 'Man': np.float32(99.99361)}"
1640,40-49,Male,Latino_Hispanic,32,Man,"{'Woman': np.float32(5.5797935), 'Man': np.float32(94.420204)}"
5740,40-49,Male,Latino_Hispanic,37,Man,"{'Woman': np.float32(11.039194), 'Man': np.float32(88.9608)}"
1578,40-49,Male,Latino_Hispanic,32,Man,"{'Woman': np.float32(0.049864803), 'Man': np.float32(99.950134)}"
501,40-49,Male,Latino_Hispanic,35,Man,"{'Woman': np.float32(8.967047), 'Man': np.float32(91.03295)}"
3397,40-49,Female,Latino_Hispanic,33,Woman,"{'Woman': np.float32(50.86458), 'Man': np.float32(49.13543)}"
8573,40-49,Female,Latino_Hispanic,32,Woman,"{'Woman': np.float32(99.982925), 'Man': np.float32(0.01707052)}"
5001,40-49,Male,Latino_Hispanic,38,Man,"{'Woman': np.float32(1.097019), 'Man': np.float32(98.902985)}"
10712,40-49,Male,Latino_Hispanic,30,Man,"{'Woman': np.float32(6.6418715), 'Man': np.float32(93.35813)}"
10071,40-49,Female,Latino_Hispanic,50,Woman,"{'Woman': np.float32(99.83885), 'Man': np.float32(0.16115278)}"
2202,40-49,Male,Latino_Hispanic,33,Man,"{'Woman': np.float32(1.539048), 'Man': np.float32(98.460945)}"
9190,40-49,Male,Latino_Hispanic,33,Man,"{'Woman': np.float32(15.79088), 'Man': np.float32(84.20912)}"
7617,40-49,Male,Latino_Hispanic,28,Man,"{'Woman': np.float32(0.020454494), 'Man': np.float32(99.97955)}"
10903,40-49,Male,Latino_Hispanic,30,Man,"{'Woman': np.float32(8.053194), 'Man': np.float32(91.94681)}"
10153,40-49,Female,Latino_Hispanic,35,Woman,"{'Woman': np.float32(99.61371), 'Man': np.float32(0.38628605)}"
7421,40-49,Female,Latino_Hispanic,45,Man,"{'Woman': np.float32(12.684861), 'Man': np.float32(87.31514)}"
4321,40-49,Female,Latino_Hispanic,27,Man,"{'Woman': np.float32(6.11619), 'Man': np.float32(93.88381)}"
9572,40-49,Male,Latino_Hispanic,28,Man,"{'Woman': np.float32(8.951332), 'Man': np.float32(91.04867)}"
8391,40-49,Male,Latino_Hispanic,47,Man,"{'Woman': np.float32(0.0091084065), 'Man': np.float32(99.99089)}"
10699,40-49,Male,Latino_Hispanic,34,Man,"{'Woman': np.float32(1.5931042), 'Man': np.float32(98.40689)}"
10837,40-49,Female,Latino_Hispanic,44,Man,"{'Woman': np.float32(16.643642), 'Man': np.float32(83.35635)}"
1329,40-49,Female,Latino_Hispanic,26,Man,"{'Woman': np.float32(9.2274685), 'Man': np.float32(90.77253)}"
727,40-49,Male,Latino_Hispanic,47,Man,"{'Woman': np.float32(0.31162602), 'Man': np.float32(99.68837)}"
7852,40-49,Female,Latino_Hispanic,41,Man,"{'Woman': np.float32(27.930006), 'Man': np.float32(72.06999)}"
7869,40-49,Male,Latino_Hispanic,29,Man,"{'Woman': np.float32(0.018535454), 'Man': np.float32(99.98147)}"
8486,40-49,Male,Latino_Hispanic,31,Man,"{'Woman': np.float32(3.3337188), 'Man': np.float32(96.66628)}"
798,40-49,Male,Latino_Hispanic,32,Man,"{'Woman': np.float32(0.044910263), 'Man': np.float32(99.955086)}"
10162,40-49,Female,Southeast Asian,32,Woman,"{'Woman': np.float32(96.867096), 'Man': np.float32(3.1329103)}"
4092,40-49,Female,Southeast Asian,33,Man,"{'Woman': np.float32(12.971049), 'Man': np.float32(87.02895)}"
6163,40-49,Female,Southeast Asian,28,Man,"{'Woman': np.float32(2.3003786), 'Man': np.float32(97.69962)}"
7522,40-49,Female,Southeast Asian,32,Woman,"{'Woman': np.float32(67.32343), 'Man': np.float32(32.67656)}"
8819,40-49,Male,Southeast Asian,27,Man,"{'Woman': np.float32(15.448766), 'Man': np.float32(84.55124)}"
4466,40-49,Male,Southeast Asian,28,Man,"{'Woman': np.float32(1.536175), 'Man': np.float32(98.46383)}"
10146,40-49,Male,Southeast Asian,29,Woman,"{'Woman': np.float32(89.59936), 'Man': np.float32(10.400645)}"
8634,40-49,Male,Southeast Asian,33,Man,"{'Woman': np.float32(0.054629993), 'Man': np.float32(99.94537)}"
9914,40-49,Female,Southeast Asian,35,Man,"{'Woman': np.float32(0.29213727), 'Man': np.float32(99.70786)}"
4010,40-49,Male,Southeast Asian,37,Man,"{'Woman': np.float32(9.85546), 'Man': np.float32(90.14453)}"
7561,40-49,Female,Southeast Asian,34,Woman,"{'Woman': np.float32(93.73318), 'Man': np.float32(6.266831)}"
4348,40-49,Male,Southeast Asian,43,Man,"{'Woman': np.float32(0.07773078), 'Man': np.float32(99.922264)}"
10595,40-49,Female,Southeast Asian,39,Man,"{'Woman': np.float32(25.287273), 'Man': np.float32(74.71273)}"
3401,40-49,Male,Southeast Asian,33,Man,"{'Woman': np.float32(4.4870744), 'Man': np.float32(95.512924)}"
4069,40-49,Female,Southeast Asian,36,Woman,"{'Woman': np.float32(98.14352), 'Man': np.float32(1.856487)}"
10069,40-49,Female,Southeast Asian,27,Man,"{'Woman': np.float32(10.1672535), 'Man': np.float32(89.83275)}"
6165,40-49,Female,Southeast Asian,35,Woman,"{'Woman': np.float32(59.727222), 'Man': np.float32(40.272774)}"
8986,40-49,Female,Southeast Asian,32,Man,"{'Woman': np.float32(42.56926), 'Man': np.float32(57.430737)}"
10404,40-49,Male,Southeast Asian,31,Man,"{'Woman': np.float32(2.9167838), 'Man': np.float32(97.08321)}"
529,40-49,Male,Southeast Asian,46,Man,"{'Woman': np.float32(2.6123185), 'Man': np.float32(97.38768)}"
4599,40-49,Female,Southeast Asian,31,Man,"{'Woman': np.float32(2.4046671), 'Man': np.float32(97.59534)}"
9719,40-49,Female,Southeast Asian,26,Man,"{'Woman': np.float32(7.443249), 'Man': np.float32(92.55675)}"
9665,40-49,Male,Southeast Asian,33,Man,"{'Woman': np.float32(16.817066), 'Man': np.float32(83.18294)}"
4160,40-49,Female,Southeast Asian,27,Woman,"{'Woman': np.float32(50.611584), 'Man': np.float32(49.388416)}"
3371,40-49,Male,Southeast Asian,36,Man,"{'Woman': np.float32(0.10119765), 'Man': np.float32(99.898796)}"
